1.000000, 0.999909, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786294, 0.000000, -0.786293, -0.976343, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999909, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786294, 0.000000, -0.786293, -0.976343, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999909, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786294, 0.000001, -0.786293, -0.976343, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999909, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786294, 0.000001, -0.786293, -0.976343, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786294, 0.000001, -0.786293, -0.976343, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786294, 0.000002, -0.786293, -0.976343, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786294, 0.000003, -0.786293, -0.976343, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786295, 0.000004, -0.786292, -0.976343, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786295, 0.000005, -0.786292, -0.976342, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786296, 0.000008, -0.786291, -0.976342, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786297, 0.000011, -0.786290, -0.976342, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786299, 0.000016, -0.786288, -0.976342, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786301, 0.000024, -0.786286, -0.976342, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976344, 0.786305, 0.000034, -0.786283, -0.976342, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999651, 0.999953, 0.995600, 0.976344, 0.786309, 0.000049, -0.786278, -0.976341, -0.995599, -0.999953, -0.999650, -1.000126, -0.999886, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999651, 0.999953, 0.995601, 0.976345, 0.786316, 0.000070, -0.786271, -0.976340, -0.995599, -0.999953, -0.999650, -1.000126, -0.999886, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999651, 0.999953, 0.995601, 0.976346, 0.786326, 0.000101, -0.786261, -0.976340, -0.995599, -0.999953, -0.999650, -1.000126, -0.999886, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999651, 0.999952, 0.995601, 0.976347, 0.786341, 0.000145, -0.786246, -0.976338, -0.995599, -0.999953, -0.999650, -1.000126, -0.999886, -1.000041, -0.999909, -1.000000 
1.000000, 0.999910, 1.000041, 0.999887, 1.000125, 0.999651, 0.999952, 0.995602, 0.976349, 0.786361, 0.000208, -0.786226, -0.976336, -0.995598, -0.999953, -0.999650, -1.000126, -0.999886, -1.000041, -0.999909, -1.000000 
